MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	MotionID	Date_of_Submission	House	Session	Description	Description_in_Burmese	Issue	Purpose	Status	Date_of_Response	Respondant	Respondant_Position
LWMP-01-0047	U Htay Oo	ဦးဌေးဦး	Hin Tha Ta Tsp	Ayeyawady	USDP	Male	Bamar	Buddhism	20-Jan-50	Military	First Pyithu Hluttaw	2010	2015	CBM-01-01-004	24-Mar-11	First Pyidaungsu Hluttaw	First Regular Session	Concerning about economic sanction		Business	Scrutiny	Recorded	25-Mar-11	U Hla Tun	Finnance and Revunue Minister
LWMP-01-0047	U Htay Oo	ဦးဌေးဦး	Hin Tha Ta Tsp	Ayeyawady	USDP	Male	Bamar	Buddhism	20-Jan-50	Military	First Pyithu Hluttaw	2010	2015	CBM-01-01-009	29-Mar-11	First Pyidaungsu Hluttaw	First Regular Session	Expressing gratitude to the SPDC		Politics	Scrutiny	Recorded
LWMP-01-0047	U Htay Oo	ဦးဌေးဦး	Hin Tha Ta Tsp	Ayeyawady	USDP	Male	Bamar	Buddhism	20-Jan-50	Military	First Pyithu Hluttaw	2010	2015	LWM-01-04-017	31-Jul-12	First Pyithu Hluttaw	Fourth Regular Session	To lay down the Migration Policy for the Migrant Worker		Labour	Scrutiny	Recorded	9-Aug-12	U Aung Kyi + U Myint Thein	Labour Minister & Deputy Labour Minister
LWMP-01-0128	U Htay Win	ဦးဌေးဝင်း	Leway Tsp	Mandalay	USDP	Male	Bamar	Buddhism	16-Feb-60	Business	First Pyithu Hluttaw	2010	2015	LWM-01-03-014	9-Mar-12	First Pyithu Hluttaw	Third Regular Session	Revising labour laws		Labour	Legislation	Approved	9-Mar-12	U Aung Kyi	Labour Minister
LWMP-01-0297	U Kha Mine Mon Kwan	ဦးခမိုင်မုံကွမ်	Swum Para Bwum Tsp	Kachin	USDP	Male	Jane Phaw	Christianity	10-Apr-56	Business	First Pyithu Hluttaw	2010	2015	LWM-01-02-025	7-Sep-11	First Pyithu Hluttaw	Second Regular Session	To pay licence for digging mini mining	“ပြည်နယ်နှင့်တိုင်းဒေသကြီး အစိုးရအဖွဲ့မှ ပြည်ထောင်စုသတ္တုတွင်းဝန်ကြီးဌာနနှင့်ပူးပေါင်း၍ အသေးစားသယံဇာတ ရှာဖွေတူးဖော်ရေးလုပ်ငန်းနှင့် ပတ်သက်သောလုပ်ငန်းခွင်လိုင်စင်ချမှတ်နိုင်ရေး” အဆို	Mining	Scrutiny	Recorded
UPMP-01-0039	U Khat Htein Nan	ဦးခက်ထိန်နန်	Kachin State, Constituency (1)	Kachin	UDP	Male	Kachin	Christianity	1-Apr-59	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-008	25-Aug-11	First Amyotha Hluttaw	Second Regular Session	Preserving Kachin's Phar Kant Mining and mining systematically in that area	ကချင်ပြည်နယ်၊ ဖားကန့်မြို့နယ်တွင် ကျောက်စိမ်းကျောက်မျက်များကိုထိိန်းသိမ်း၍ ရေရှည်စနစ်တကျ တူးဖော်ထုတ်လုပ်ရေးအတွက် ပြည်ထောင်စုအစိုးရအားတိုက်တွန်းကြောင်း အဆို	Mining	Scrutiny	Approved	26-Aug-11	U Thien Htaik	Mining Minister
UPMP-01-0039	U Khat Htein Nan	ဦးခက်ထိန်နန်	Kachin State, Constituency (1)	Kachin	UDP	Male	Kachin	Christianity	1-Apr-59	Business	First Amyotha Hluttaw	2010	2015	UP-01-05-004	23-Oct-12	First Amyotha Hluttaw	Fifth Regular Session	To prescribe the permisson for organization of literature & culture	တိုင်းဒေသကြီး သို့မဟုတ် ပြည်နယ်အစိုးရများတွင် တိုင်းရင်းသားရိုးရာစာပေနှင့် ယဉ်ကျေးမှုအဖွဲ့များအား ဖွဲ့စည်းခွင့် (လုပ်ပိုင်ခွင့်) ပြဋ္ဌာန်းသတ်မှတ်ပေးရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်းအဆို	Legislation	Scrutiny	Approved	8-Nov-12	Gengral Kyaw Zan Myint	Deputy Home Minister
UPMP-01-0039	U Khat Htein Nan	ဦးခက်ထိန်နန်	Kachin State, Constituency (1)	Kachin	UDP	Male	Kachin	Christianity	1-Apr-59	Business	First Amyotha Hluttaw	2010	2015	UP-01-06-005	18-Jan-13	First Amyotha Hluttaw	Sixth Regular Session	To lay down the basic principle to built trust for peace	ပြည်တွင်းငြိမ်းချမ်းရေးနှင့် ပတ်သက်၍ ထာဝရငြိမ်းချမ်းရေး ဖော်ဆောင်နိုင်ရန် နှစ်ဦးနှစ်ဖက် ယုံကြည်မှုရရှိမည့် ခိုင်မာသော အခြေခံမူများ ချမှတ်ပေးရေး ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Peace	Scrutiny	Approved	24-Jan-13	U Aung Thein	Deputy President Office Minister
UPMP-01-0039	U Khat Htein Nan	ဦးခက်ထိန်နန်	Kachin State, Constituency (1)	Kachin	UDP	Male	Kachin	Christianity	1-Apr-59	Business	First Amyotha Hluttaw	2010	2015	UP-01-10-007	30-Jun-14	First Amyotha Hluttaw	Tenth Regular Session	Thankful Record and Implements to Peace Keepers	ပြည်တွင်းငြိမ်းချမ်းရေးဖော်ဆောင်နေသူများကို ကျေးဇူး တင်ရှိကြောင်း မှတ်တမ်းတင်ရန်နှင့် ငြိမ်းချမ်းရေးကို အောင်မြင်သည်အထိ ဆက်လက်အကောင်အထည်ဖော် ဆောင်ရွက်သွားနိုင်ရန် ပြည်ထောင်စုအစိုးရအားတိုက်တွန်းကြောင်းအဆို	Peace	Scrutiny	Approved	17-Jul-14	U Aung Min	President's Office (4) Minister
UPMP-01-0039	U Khat Htein Nan	ဦးခက်ထိန်နန်	Kachin State, Constituency (1)	Kachin	UDP	Male	Kachin	Christianity	1-Apr-59	Business	First Amyotha Hluttaw	2010	2015	UP-01-10-009	18-Jul-14	First Amyotha Hluttaw	Tenth Regular Session	Participation of Public in Anti-Narcotic Drugs	မြန်မာနိုင်ငံတွင် ကင်ဆာရောဂါကဲ့သို့ဖြစ်လာသော မူးယစ်ဆေးဝါးသုံးစွဲခြင်း၊ ရောင်းဝယ်ဖောက်ကားခြင်းနှင့် ဘိန်းစိုက်ပျိုးခြင်းတို့ကို ဒေသခံပြည်သူလူထု ပါဝင်၍ ဆန့်ကျင်တိုက်ဖျက်သွားနိုင်ရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို 	Administration	Scrutiny
LWMP-01-0186	U Khin Maung Oo	ဦးခင်မောင်ဦး	Mone Ywa Tsp	Sagaing	USDP	Male	Bamar	Buddhism	22-Jan-45	Business	First Pyithu Hluttaw	2010	2015	LWM-01-02-016	1-Sep-11	First Pyithu Hluttaw	Second Regular Session	Drafting rules for fixing crop prices	“တောင်သူလယ်သမားများ စိုက်ပျိုးထုတ်လုပ်သည့် ကောက်ပဲသီးနှံများ သင့်တင့်မျှတစွာ တန်ဖိုးရရှိရန်အတွက် ဆောင်ရွက်ရမည့် နည်းဥပဒေများကို နိုင်ငံတော်မှ လျင်မြန်စွာ ပြဋ္ဌာန်းပေးရန်” အဆို	Agriculture	Scrutiny	Withdrawn
LWMP-01-0088	U Khin Maung Shwe	ဦးခင်မောင်ရွှေ	Khin Oo Tsp	Sagaing	USDP	Male	Bamar	Buddhism	12-Dec-50	Business	First Pyithu Hluttaw	2010	2015	LWM-01-02-019	2-Sep-11	First Pyithu Hluttaw	Second Regular Session	Teaching civic responsibilities in schools	“အနာဂတ်တွင်နိုင်ငံသားကောင်း၊ ပြည်သူကောင်းများဖြစ်ပြီး စိတ်ပိုင်းဆိုင်ရာဖွံ့ဖြိုးတိုးတက်မှုကိုရည်ရွယ်၍ အကျင့်စာရိတ္တကောင်းမွန်ရေးသင်ခန်းစာများကို သင်ရိုးဝင်ဘာသာရပ်တစ်ခုခုတွင်ထည့်သွင်း၍ အ‌ခြေခံပညာအဆင့်တွင်ပြဋ္ဌာန်း သင်ကြားပေးရန်” အဆို	Culture	Scrutiny	Withdrawn
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	CBM-01-11-001	13-Oct-14	First Pyidaungsu Hluttaw	Eleventh Regular Session	Arresting of Myanmar Migrant Two Youths concern with Murder Case at Ko Thaung Island in Thai		Labour	Scrutiny	Approved	13-Oct-14	U Shwe Man	Patron of Union Htulttaw
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-011	26-Aug-11	First Amyotha Hluttaw	Second Regular Session	Amendment of laws falling under the purview of the Ministry of Transport	ပို့ဆောင်ရေးဝန်ကြီးဌာနမှ စီမံခန့်ခွဲသော ဥပဒေများကို ဦးစားအဆင့်အလိုက် ပြင်ဆင်ရေးဆွဲပြုစု ပြဋ္ဌာန်းနိုင်ရေးအတွက် ဆောင်ရွက်ရန် ပြည်ထောင်စုအစိုးရအားတိုက်တွန်းကြောင်း အဆို	Transportation	Scrutiny	Recorded	30-Aug-11	U Nyan Tun Aung	Transport Minister
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-025	6-Sep-11	First Amyotha Hluttaw	Second Regular Session	Amendment of laws falling under the purview of the Ministry of Commerce	သမဝါယမဝန်ကြီးဌာန က စီမံခန့်ခွဲသော သမဝါယမအသင်းဥပဒေ ၁၉၉၂ အား လိုအပ်သော ပြင်ဆင်ဖြည့်စွက်မှုများ နှင့် ပြဋ္ဌာန်းနိုင်ရန် ပြည်ထောင်စုအစိုးရအားတိုက်တွန်းကြောင်းအဆို	Legislation	Scrutiny	Postpone	6-Sep-11	U Ohn Myint	Cooperatives Minister
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-039	4-Oct-11	First Amyotha Hluttaw	Second Regular Session	Allowing new structure of the educational service staffs in township's education officers offices	နိုင်ငံတော်တစ်ဝန်းရှိ ပညာရေး ဝန်ကြီးဌာန၊ အခြေခံပညာဦးစီးဌာနများ ကွပ်ကဲမှုအောက်ရှိ မြို့နယ်ပညာရေးမှူးရုံးများတွင် လက်ရှိ ခွင့်ပြုထားသော ဝန်ထမ်းဖွဲ့စည်းပုံ ခွင့်ပြုအင်အားသည် လုပ်ငန်းလုပ်ကိုင်လည်ပတ်ရန် မဖြစ်နိုင်သောအင်အားဖြစ်နေပါ၍ ဌာန၌ ရှိပြီး ခွင့်ပြုဝန်ထမ်းအမျိုးအစားနှင့် အင်အားဘောင် အတွင်းမှပင် သင့်တင့်သောဖွဲ့စည်းပုံဖြင့် ပြင်ဆင်ခွင့်ပြုပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Education	Scrutiny	Recorded	19-Oct-11
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-03-010	29-Feb-12	First Amyotha Hluttaw	Third Regular Session	Improving for Education	ပညာရေး မြှင့်တင်ရေးဆိုင်ရာ ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Education	Scrutiny	Recorded	6-Mar-12	Dr Mya Aye	Education Minister
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-06-009	23-Jan-13	First Amyotha Hluttaw	Sixth Regular Session	Checkin the affect of earthquake on the National Building	နိုင်ငံတော်၏ အခြေခံ အဆောက်အအုံများအပေါ် ငလျင်၏ သက်ရောက်မှုများ စစ်ဆေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို 	Environment	Scrutiny	Approved	14-Mar-13	U Han Sein	Deputy Transport Minister
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-06-016	20-Feb-13	First Amyotha Hluttaw	Sixth Regular Session	Urge for nation and public	နိုင်ငံတော်၏ ကံကြမ္မာကို ဖန်တီး နိုင်သော နိုင်ငံတော်၏ မဏ္ဍိုင်(၃)ရပ် အပါအဝင် ပါဝင်ပတ်သက်သူ အားလုံးက နိုင်ငံတော်နှင့် ပြည်သူအတွက် အမြင့်မားဆုံးရည်မှန်းချက် တစ်ခုတည်းကိုသာ အာရုံရှေးရှု ဆောင်ရွက်သွား ကြရန်နှင့် လမ်းကြောင်းမှန်မှ သွေဖည်သွားနိုင်သော ကိစ္စရပ်များကို အထူးသတိပြု ရှောင်ရှားကြပါရန် ပါဝင်ပတ်သက်သူ အားလုံးကို အလေးအနက် တိုက်တွန်းအပ်ပါကြောင်း အဆို	Administration	Scrutiny	Approved	13-Mar-13
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-07-001	25-Jun-13	First Amyotha Hluttaw	Seventh Regular Session	Enfocrement of related Tobacco act	ထုတ်ပြန်ပြဋ္ဌာန်းပြီး၊ အာဏာ တည်ပြီးဖြစ်သော “ဆေးလိပ်နှင့် ဆေးရွက်ကြီးထွက်ပစ္စည်း သောက်သုံးမှု ထိန်းချုပ်ရေးဥပဒေ” ကို တိကျစွာ လိုက်နာကျင့်သုံးရေးအတွက် လိုအပ်သော အစီအမံများနှင့် အရေးယူဆောင်ရွက်သွားရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Health	Legislation	Approved		U Win Myint	Commerce Minister
