MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	QuestionID	House	Session	Date	Description	Description_in_Burmese	Issue	Respondant	Respondant_Position	Response	Purpose
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-012	First Amyotha Hluttaw	Sixth Regular Session	18-Jan-13	Construction of affordable housing in Rangoon		Real Estate	U Kyaw Lwin	Construction Minister	Affirmative	Representation
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-018	First Amyotha Hluttaw	Sixth Regular Session	21-Jan-13	to Improving the Appotunity of tricycle workers		Social Welfare	Maj-Gen Zaw Win	Deputy Border Affairs Minister	Negative	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-026	First Amyotha Hluttaw	Sixth Regular Session	23-Jan-13	Permition of Cycle Taxi lisence		Transportation	U Chan Maung	Deputy Rail Transportation Minister	Negative	Representation
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-034	First Amyotha Hluttaw	Sixth Regular Session	24-Jan-13	Development of an urban transportation system		Transportation	U Zeyar Aung	Rail Transportation Minister	Affirmative	Representation
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-039	First Amyotha Hluttaw	Sixth Regular Session	28-Jan-13	Reducing of the Mobile phone prices		Services	U Win Than	Deputy Communications and Information Technology Minister	Unclear	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-08-041	First Amyotha Hluttaw	Eight Regular Session	4-Nov-13	Teaching more Family Medicine to GPs		Health	Dr. Pe Thet Khin	Health Minister	Underway	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-08-050	First Amyotha Hluttaw	Eight Regular Session	11-Nov-13	Reliable for Senior Citizenships		Social Welfare	Daw Su Su Hlaing	Deputy Minister	Underway	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-006	First Amyotha Hluttaw	Ninth Regular Session	16-Jan-14	Upgrading hospitals in (4) Distric		Health	Dr. Thein Thein Htay	Deputy Health Minister	Underway	Representation
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-020	First Amyotha Hluttaw	Ninth Regular Session	24-Jan-14	Providing Infrastructure Facilities in Industrial Zones		Infrasturctural Development	U Myo Aung	Deputy Industry Minister	Underway	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-023	First Amyotha Hluttaw	Ninth Regular Session	29-Jan-14	Selling Drugs in Generic Name		Health	Dr. Than Aung	Deputy Health Minister	Affirmative	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-039	First Amyotha Hluttaw	Ninth Regular Session	14-Feb-14	Rule and Regulation For Phamaco and Nursing Training corcening with International School		Health	Dr. Than Aung	Deputy Health Minister	Underway	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-041	First Amyotha Hluttaw	Ninth Regular Session	17-Feb-14	Exchanging Old Cars		Transportation	U Chan Maung	Deputy Rail Transportation Minister	Underway	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-047	First Amyotha Hluttaw	Ninth Regular Session	24-Feb-14	Changing the List of Ethnic Group after Census		Administration	U Win Myint	Deputy Immigration and Population Minister	Affirmative	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NLD	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-09-076	First Amyotha Hluttaw	Ninth Regular Session	20-Mar-14	Releasing Spendings over (27)th Sea Games		Finance	U Thaung Htike	Deputy Sports Minister	Affirmative	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-10-194	First Amyotha Hluttaw	Tenth Regular Session	29-Jul-14	Discribing the Warning Sign on Cigarette packs		Health	Dr. Than Aung	Deputy Health Minister	Affirmative	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-11-030	First Amyotha Hluttaw	Eleventh Regular Session	22-Sep-14	Permittion Private Insurance Company and One Stop Service		Administration	Dr. Maung Maung Thein	Deputy Finance Minister	Unclear	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-11-039	First Amyotha Hluttaw	Eleventh Regular Session	23-Sep-14	Preventing and Cure under Harm from Electricity Dangerous		Social Welfare	U Aung Than Oo	Deputy Electricity Minister	Unclear	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-11-068	First Amyotha Hluttaw	Eleventh Regular Session	2-Oct-14	Rebuilding and Performing Stadium for public in Yangon		Sport	U Thaung Htike	Deputy Sport Minister	Negative	Representation
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-11-082	First Amyotha Hluttaw	Eleventh Regular Session	15-Oct-14	Expensive price of Industrial Zone ground land		34	U Thein Aung	Deputy Industry Minister	Unclear	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-11-096	First Amyotha Hluttaw	Eleventh Regular Session	21-Oct-14	Uograding the Doctors and Nurses from Pravite Hostipals for the public health care		Health	Dr. Than Aung	Deputy Health Minister	Underway	Scrutiny
UPMP-01-0169	Dr. Myat Nyana Soe	ဒေါက်တာမြတ်ဉာဏစိုး	Yangon Region, Constituency (4)	Yangon	NDF	Male	Bamar	Buddhism	22-Oct-74	Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-11-105	First Amyotha Hluttaw	Eleventh Regular Session	27-Oct-14	Action on Housing Market Brokers		Administration	Brig. Gen. Kyaw Zan Myint	Deputy Home Affairs Minister	Affirmative	Scrutiny
UPMP-01-0170	U Win Naung	ဦးဝင်းနောင်	Yangon Region, Constituency (5)	Yangon	USDP	Male	Bamar	Buddhism	1-Nov-48	Military	First Amyotha Hluttaw	2010	2015	UPQ-01-02-161	First Amyotha Hluttaw	Second Regular Session	21-Sep-11	Establishing cannels beween Thai gulf and Myanmar's Andaman gulf	ထိုင်းနိုင်ငံဘက်မှ ထိုင်းပင်လယ်ကွေ့နှင့် မြန်မာနိုင်ငံကပ္ပလီပင်လယ်သို့ ဆက်သွယ်တူးမြောင်း ဖောက်လုပ်၍ ရနိုင်/မရနိုင်၊ အကျိုးစီးပွားများ ဖြစ်ထွန်းနိုင်မှု ရှိ/မရှိနှင့် အာဆီယံနှင့် ဆွေးနွေးဖက်နိုင်ငံများတို့နှင့် ဆွေးနွေးရန် သင့်/မသင့် နှင့် စပ်လျဉ်းသည့် မေးခွန်း 	Business	U Nyan Tun Aung	Transport Minister	Underway	Scrutiny
UPMP-01-0170	U Win Naung	ဦးဝင်းနောင်	Yangon Region, Constituency (5)	Yangon	USDP	Male	Bamar	Buddhism	1-Nov-48	Military	First Amyotha Hluttaw	2010	2015	UPQ-01-02-215	First Amyotha Hluttaw	Second Regular Session	29-Sep-11	Reducing deaths by traffic accidents	ယာဉ်မတော်တဆမှုများနှင့် ယာဉ်မတော်တဆမှုများကြောင့် လူများထိခိုက်ဒဏ်ရာရ သေဆုံး မှုများ လျော့နည်းကျဆင်းစေရေးအတွက် စနစ်တကျစီမံချက်ချမှတ် အကောင်အထည်ဖော် ဆောင်ရွက်နေခြင်း ရှိ/မရှိ နှင့် စပ်လျဉ်းသည့် မေးခွန်း	Administration	Brig-Gen Kyaw Zan Myint	Deputy Home Minister	Affirmative	Scrutiny
UPMP-01-0170	U Win Naung	ဦးဝင်းနောင်	Yangon Region, Constituency (5)	Yangon	USDP	Male	Bamar	Buddhism	1-Nov-48	Military	First Amyotha Hluttaw	2010	2015	UPQ-01-04-107	First Amyotha Hluttaw	Fourth Regular Session	9-Aug-12	Security of Burmese migrant workers		Social Welfare	U Myint Thein	Deputy Labour Minister	Underway	Scrutiny
UPMP-01-0170	U Win Naung	ဦးဝင်းနောင်	Yangon Region, Constituency (5)	Yangon	USDP	Male	Bamar	Buddhism	1-Nov-48	Military	First Amyotha Hluttaw	2010	2015	UPQ-01-11-029	First Amyotha Hluttaw	Eleventh Regular Session	18-Sep-14	Planning Care for Oldest under 120-Age People		Social Welfare	Daw Su Su Hlaing	Deputy Immigration, Relief and Resettlement Minister	Negative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-02-080	First Amyotha Hluttaw	Second Regular Session	9-Sep-11	Boosting morale of new generations	မျိုးဆက်သစ်လူငယ်များ၏ စိတ်ဓာတ်နှင့် ကိုယ်ကျင့်တရားမြင့်မားရေးကို မည်သို့ဆောင်ရွက် ပေးနေသည်ကို သိလိုကြောင်းနှင့် စပ်လျဉ်းသည့်မေးခွန်း	Education	Dr. Mya Aye	Education Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-02-110	First Amyotha Hluttaw	Second Regular Session	14-Sep-11	Supporting traditional medicines	ရောဂါကြီး(၆)မျိုး ကုသနိုင်သော မြန်မာ့တိုင်းရင်းဆေးဝါးများကို အကောင်အထည်ဖော် ထုတ်လုပ် နိုင်ခြင်း ရှိ/မရှိ နှင့်စပ်လျဥ်းသည့် မေးခွန်းနှင့် အန္တရာယ်ဖြစ်စေနိုင်သော ဆေးဝါးများ၊ စားဖွယ်နှင့် ဖျော်ရည်အမျိုးမျိုးတို့ကို မည်သို့သောနည်းဖြင့် ကာကွယ်သွားမည့် အစီအစဉ်နှင့် စပ်လျဉ်းသည့် မေးခွန်း	Health	Dr. Pe Thet Khin	Health Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-02-119	First Amyotha Hluttaw	Second Regular Session	16-Sep-11	Conditions of unit losses in Yangon Region	ရန်ကုန်တိုင်းဒေသကြီးအတွင်း ယူနစ်လျော့နည်းနေမှု (UNIT LOSSES) အခြေအနေနှင့် စပ်လျဉ်း သည့်မေးခွန်း	Services	U Khin Maung Soe	Electric Power Minister	Affirmative	Representation
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-02-125	First Amyotha Hluttaw	Second Regular Session	16-Sep-11	Reducting infant mortality rate	တစ်နှစ်အောက် မွေးကင်းစကလေးငယ်များ သေပျောက်မှုနှုန်း၊ ကိုယ်ဝန်ဆောင်မိခင်များ ကိုယ်ဝန်ဆောင်စဉ်နှင့် မွေးဖွားချိန်ကာလ သေပျောက်မှုနှုန်း၊ ငါးနှစ်အောက် ကလေးငယ် များ၏ အာဟာရချို့တဲ့မှု သို့မဟုတ် ရောဂါများကြောင့် သေပျောက်မှုနှုန်း စသည်တို့၏ ယေဘုယျ အနေအထားဖြစ်စဉ် အတိုးအလျော့သိလိုခြင်း၊ ဝေးလံခေါင်းပါးသော ကျေးလက် ဒေသနေ ပြည်သူပြည်သားများ၏ ကျန်းမာရေးအတွက် မည်သို့သော အစီအစဉ်များဖြင့် ဆောင်ရွက် ပေးနေကြောင်းကိုသိရှိလိုခြင်းနှင့် ကျောင်းကျန်းမာရေး ဆရာဝန် ခန့်ထားရေး တို့နှင့် စပ်လျဉ်းသည့် မေးခွန်းများ	Health	Dr. Daw Myat Myat Ohn Kihin	Deputy Health Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-02-168	First Amyotha Hluttaw	Second Regular Session	21-Sep-11	Appointment of arts and fitness teachers at basic education schools	အခြေခံပညာမူလတန်းကျောင်း၊ အလယ်တန်းကျောင်းနှင့် အထက်တန်းကျောင်းတို့တွင် ကာယပညာ၊ ပန်းချီပညာနှင့် အနုပညာတို့နှင့် သက်ဆိုင်သော ဘာသာရပ်အလိုက် သင်ကြားပေးနိုင်မည့်ဆရာများ ခန့်ထားနိုင်မှုအခြေအနေကို သိရှိလိုပါကြောင်းနှင့် စပ်လျဉ်းသည့်မေးခွန်း	Education	Dr. Mya Aye	Education Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-02-251	First Amyotha Hluttaw	Second Regular Session	18-Oct-11	Contract construction in Yangon Region	ရန်ကုန်တိုင်းဒေသကြီးအတွင်း ဆောက်လုပ်ရေးကန်ထရိုက်အသီးသီးတို့နှင့် ညှိနှိုင်းပြီးဆောက် လုပ်ခဲ့သော ကျောင်းများနှင့် စပ်လျဉ်းသည့် မေးခွန်း	Real Estate	Dr. Mya Aye	Education Minister	Affirmative	Representation
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-073	First Amyotha Hluttaw	Third Regular Session	8-Mar-12	Producing Sunflower oil		Agriculture	WITH LETTER
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-089	First Amyotha Hluttaw	Third Regular Session	12-Mar-12	Appointment of teachers in their native towns		Education	U Aye Kyu	Deputy Education Minister	Affirmative	Representation
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-095	First Amyotha Hluttaw	Third Regular Session	13-Mar-12	Post-mortem in private hospitals		Health	Dr Pe Thet Khin	Health Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-097	First Amyotha Hluttaw	Third Regular Session	13-Mar-12	Recruiting newly grads to cooperatives industry		Labour	U Ohn Myint	Livestock and Fishery and Cooperatives Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-102	First Amyotha Hluttaw	Third Regular Session	13-Mar-12	Monitoring NGOs and INGOs		Administration	Lt-Gen Ko Ko	Home Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-109	First Amyotha Hluttaw	Third Regular Session	14-Mar-12	Designation of census year		Administration	U Khin Yi	Immigration and Population Minister	Negative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-112	First Amyotha Hluttaw	Third Regular Session	14-Mar-12	Data collection of elephants in forest reserves		Environment	U Win Tun	Environmental Conservation and Forestry Minister	Underway	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-03-114	First Amyotha Hluttaw	Third Regular Session	23-Mar-12	Car import and manufacturing policies		Industry	U Myo Aung	Deputy Industry Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-089	First Amyotha Hluttaw	Fourth Regular Session	6-Aug-12	Dissemination of information on the use of pesticides		Health	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Negative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-091	First Amyotha Hluttaw	Fourth Regular Session	6-Aug-12	Production of edible oil		Agriculture	U Khin Zaw	Deputy Agriculture and Irrigation Minister	Underway	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-101	First Amyotha Hluttaw	Fourth Regular Session	8-Aug-12	HIV/AIDS situation in Muse and Tachilek, Shan State, and Kawthaung, Tenasserim Division		Health	Dr Myat Myat Ohn Khin	Deputy Health Minister	Underway	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-105	First Amyotha Hluttaw	Fourth Regular Session	9-Aug-12	Gas tax		Taxation	U Win Shein	Deputy Finance and Revenue Minister	Underway	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-121	First Amyotha Hluttaw	Fourth Regular Session	14-Aug-12	International cooperation on the challenges of establishing an ASEAN Free Trade Area		Business	Dr Kan Zaw	Deputy National Planning and Economic Development Minister	Underway	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-123	First Amyotha Hluttaw	Fourth Regular Session	14-Aug-12	Completion of Bassein-Einme-Nyaungdon-Rangoon railroad		Infrasturctural Development	U Chan Maung	Deputy Rail Transportation Minister	Affirmative	Representation
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-133	First Amyotha Hluttaw	Fourth Regular Session	20-Aug-12	Exploration for natural gas in the M-3 offshore field		Energy	U Than Htay	Energy Minister	Unclear	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-04-154	First Amyotha Hluttaw	Fourth Regular Session	29-Aug-12	Assigning vehicles to traffic police		Administration	Brig-Gen Kyaw Zan Myint	Deputy Home Minister	Unclear	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-05-042	First Amyotha Hluttaw	Fifth Regular Session	6-Nov-12	Container truck circulation through Rangoon’s Strand road		Infrasturctural Development	U Soe Tin	Deputy Construction Minister	Affirmative	Representation
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-001	First Amyotha Hluttaw	Sixth Regular Session	9-Jan-13	Implementation of MOUs signed during the 4th GMS Summit		Administration	Dr Kan Zaw	National Planning and Economic Development Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-015	First Amyotha Hluttaw	Sixth Regular Session	18-Jan-13	Getting information from research on man and women lifetime		Health	Dr Thein Thein Htay	Deputy Health Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-019	First Amyotha Hluttaw	Sixth Regular Session	21-Jan-13	Vaccine of Rabies from Myanmar Phamarco Factory		Health	Dr Pe Thet Khin	Health Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-022	First Amyotha Hluttaw	Sixth Regular Session	22-Jan-13	Taking census on Disable		Social Welfare	U Win Myint	Deputy Immigration and Population Minister	Affirmative	Scrutiny
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-030	First Amyotha Hluttaw	Sixth Regular Session	23-Jan-13	Chaing Mainder Loop as Sport Loop		Sport	U Thaung Htaik	Deputy Sports Minister	Negative	Representation
UPMP-01-0171	Dr. Tin Shwe (a) U Tin Shwe	ဒေါက်တာတင်ရွှေ (ခ) ဦးတင်ရွှေ	Yangon Region, Constituency (6)	Yangon	NDF	Male	Bamar	Buddhism		Medicines	First Amyotha Hluttaw	2010	2015	UPQ-01-06-032	First Amyotha Hluttaw	Sixth Regular Session	24-Jan-13	Rebuilding BEPS (3) in lanmadaw		Education	U Aye Kyu	Deputy Education Minister	Affirmative	Representation
